sale_id,sale_date,delivery_date,dealership_id,vehicle_id,customer_id,salesperson_id,desk_manager_id,finance_manager_id,lead_source_id,sale_type,is_retail,unit_count,sale_price,msrp,original_asking_price,final_asking_price,acquisition_cost,reconditioning_cost,pack_amount,front_end_gross,back_end_gross,total_gross,trade_allowance,trade_acv,cash_down,amount_financed,days_in_inventory_at_sale,source_system
SLE-00000273,2025-09-05,2025-09-06,GSA-001,VEH-0000561,CUS-00001863,EMP-00012,EMP-00001,EMP-00005,,New Retail,true,1,37441.87,38441.15,38889.80,38889.80,33928.08,51.00,795.00,2667.79,2140.11,4807.90,8155.29,7669.56,6425.60,22860.98,14,arpi_synthetic_generator
SLE-00000274,2025-09-06,2025-09-06,GSA-002,VEH-0000053,CUS-00001381,EMP-00015,EMP-00013,EMP-00017,,Lease,true,1,21723.23,,23266.15,22475.10,15458.10,2357.14,750.00,3157.99,338.36,3496.35,0.00,0.00,640.26,21082.97,65,arpi_synthetic_generator
SLE-00000275,2025-09-06,2025-09-06,GSA-001,VEH-0000336,CUS-00000921,EMP-00006,EMP-00008,EMP-00005,,Certified Retail,true,1,21685.12,,24822.54,22712.62,15717.52,2507.04,795.00,2665.56,643.57,3309.13,0.00,0.00,5599.37,0.00,158,arpi_synthetic_generator
SLE-00000276,2025-09-06,2025-09-07,GSA-001,VEH-0000371,,EMP-00003,EMP-00008,,,Dealer Trade,false,1,38707.31,39870.33,39953.86,39953.86,36948.87,75.00,795.00,888.44,0.00,888.44,0.00,0.00,0.00,0.00,12,arpi_synthetic_generator
SLE-00000277,2025-09-06,2025-09-08,GSA-001,VEH-0000483,,EMP-00003,EMP-00002,,,Wholesale,false,1,4168.98,,5375.04,5100.91,3209.84,1154.56,795.00,-990.42,0.00,-990.42,0.00,0.00,0.00,0.00,117,arpi_synthetic_generator
SLE-00000278,2025-09-06,2025-09-07,GSA-002,VEH-0000704,CUS-00000203,EMP-00016,EMP-00023,,,Used Retail,true,1,3951.51,,4196.25,4124.91,2370.43,936.31,750.00,-105.23,1006.24,901.01,0.00,0.00,2896.11,1055.40,38,arpi_synthetic_generator
SLE-00000279,2025-09-06,2025-09-06,GSA-001,VEH-0000885,CUS-00000590,EMP-00003,EMP-00008,EMP-00005,,New Retail,true,1,36689.45,37598.30,38101.59,37415.76,33900.17,163.00,795.00,1831.28,2072.96,3904.24,0.00,0.00,4062.57,32626.88,60,arpi_synthetic_generator
SLE-00000280,2025-09-08,2025-09-08,GSA-001,VEH-0000070,CUS-00000871,EMP-00003,EMP-00008,EMP-00005,,Used Retail,true,1,6654.56,,7469.95,7215.97,4079.86,1380.76,795.00,398.94,1600.02,1998.96,1873.15,1828.55,2983.40,1798.01,62,arpi_synthetic_generator
SLE-00000281,2025-09-08,2025-09-08,GSA-001,VEH-0000533,CUS-00000228,EMP-00010,EMP-00002,EMP-00005,,New Retail,true,1,48042.17,50004.18,51141.83,49300.72,46156.06,69.00,795.00,1022.11,1942.01,2964.12,0.00,0.00,1895.86,46146.31,144,arpi_synthetic_generator
SLE-00000282,2025-09-08,2025-09-08,GSA-002,VEH-0000875,CUS-00000279,EMP-00016,EMP-00014,EMP-00017,,New Retail,true,1,23062.02,24654.80,24749.18,24749.18,22000.64,68.00,750.00,243.38,1787.92,2031.30,3825.56,3420.72,4567.26,14669.20,11,arpi_synthetic_generator
SLE-00000283,2025-09-08,2025-09-10,GSA-001,VEH-0000897,CUS-00001848,EMP-00003,EMP-00001,EMP-00005,,New Retail,true,1,33893.68,36718.81,37373.98,35355.79,33310.17,70.00,795.00,-281.49,1743.05,1461.56,8664.01,7745.55,4885.69,20343.98,186,arpi_synthetic_generator
SLE-00000284,2025-09-09,2025-09-11,GSA-001,VEH-0000402,CUS-00000014,EMP-00007,EMP-00002,EMP-00005,,Used Retail,true,1,25757.05,,27936.10,26511.36,17661.00,2147.69,795.00,5153.36,714.65,5868.01,6288.80,5941.74,3971.60,15496.65,116,arpi_synthetic_generator
SLE-00000285,2025-09-09,2025-09-12,GSA-003,VEH-0000797,CUS-00002351,EMP-00025,EMP-00030,EMP-00028,,Used Retail,true,1,4720.84,,5007.26,4837.01,2874.32,1067.32,495.00,284.20,1284.45,1568.65,918.71,895.67,3718.75,0.00,75,arpi_synthetic_generator
SLE-00000286,2025-09-10,2025-09-10,GSA-003,VEH-0000316,,EMP-00026,EMP-00024,,,Dealer Trade,false,1,37779.82,,45714.10,44159.82,33530.91,1638.79,495.00,2115.12,0.00,2115.12,0.00,0.00,0.00,0.00,83,arpi_synthetic_generator
SLE-00000287,2025-09-10,2025-09-10,GSA-003,VEH-0000375,CUS-00000420,EMP-00027,EMP-00024,EMP-00028,,Used Retail,true,1,18721.88,,20441.70,19051.66,13691.12,2388.99,495.00,2146.77,325.81,2472.58,0.00,0.00,2668.69,0.00,126,arpi_synthetic_generator
SLE-00000288,2025-09-11,2025-09-12,GSA-001,VEH-0000125,CUS-00000873,EMP-00010,EMP-00008,EMP-00005,,New Retail,true,1,47123.40,50030.27,50054.13,48252.18,44859.29,148.00,795.00,1321.11,810.12,2131.23,5664.38,5499.68,3962.28,37496.74,139,arpi_synthetic_generator
SLE-00000289,2025-09-11,2025-09-11,GSA-002,VEH-0000214,CUS-00001592,EMP-00018,EMP-00013,EMP-00017,,New Retail,true,1,37477.57,40016.11,39923.11,39563.80,36744.99,76.00,750.00,-93.42,1623.64,1530.22,0.00,0.00,3902.30,33575.27,58,arpi_synthetic_generator
SLE-00000290,2025-09-11,2025-09-11,GSA-003,VEH-0000242,CUS-00001197,EMP-00029,EMP-00024,EMP-00028,,Used Retail,true,1,36472.82,,38761.10,37443.22,26240.65,1563.10,495.00,8174.07,1459.85,9633.92,11100.22,10514.75,3627.02,21745.58,72,arpi_synthetic_generator
SLE-00000291,2025-09-11,2025-09-14,GSA-003,VEH-0000383,CUS-00000882,EMP-00026,EMP-00024,EMP-00028,,Used Retail,true,1,35882.37,,37785.89,37785.89,28396.02,1485.21,495.00,5506.14,1073.34,6579.48,0.00,0.00,8219.85,0.00,19,arpi_synthetic_generator
SLE-00000292,2025-09-11,2025-09-12,GSA-001,VEH-0000622,CUS-00001747,EMP-00006,EMP-00008,EMP-00005,,Certified Retail,true,1,43581.40,,45594.30,44819.20,29784.47,3140.19,795.00,9861.74,2248.94,12110.68,0.00,0.00,884.54,42696.86,37,arpi_synthetic_generator
SLE-00000293,2025-09-12,2025-09-13,GSA-002,VEH-0000049,CUS-00002477,EMP-00016,EMP-00014,EMP-00017,,Lease,true,1,22909.39,24609.86,24888.05,24216.07,22428.79,66.00,750.00,-335.40,1204.82,869.42,0.00,0.00,1339.90,21569.49,99,arpi_synthetic_generator
SLE-00000294,2025-09-12,2025-09-12,GSA-002,VEH-0000291,CUS-00000670,EMP-00015,EMP-00013,EMP-00017,,Certified Retail,true,1,46752.51,,49145.44,49145.44,33830.68,1819.34,750.00,10352.49,1782.24,12134.73,0.00,0.00,4976.54,41775.97,8,arpi_synthetic_generator
SLE-00000295,2025-09-12,2025-09-12,GSA-002,VEH-0000517,,EMP-00018,EMP-00013,,,Wholesale,false,1,2164.01,,3214.77,3105.47,1703.35,762.87,750.00,-1052.21,0.00,-1052.21,0.00,0.00,0.00,0.00,71,arpi_synthetic_generator
SLE-00000296,2025-09-13,2025-09-13,GSA-002,VEH-0000280,,EMP-00016,EMP-00023,,,Dealer Trade,false,1,18351.90,,24787.34,23944.57,17346.57,2054.28,750.00,-1798.95,0.00,-1798.95,0.00,0.00,0.00,0.00,85,arpi_synthetic_generator
SLE-00000297,2025-09-13,2025-09-13,GSA-001,VEH-0000310,,EMP-00006,EMP-00002,,,Wholesale,false,1,28566.85,,43110.05,42377.18,29576.19,1258.02,795.00,-3062.36,0.00,-3062.36,0.00,0.00,0.00,0.00,38,arpi_synthetic_generator
SLE-00000298,2025-09-13,2025-09-16,GSA-003,VEH-0000399,CUS-00002004,EMP-00026,EMP-00024,EMP-00028,,Used Retail,true,1,25892.47,,26477.87,26477.87,18630.87,2202.69,495.00,4563.91,1225.57,5789.48,7530.52,6279.99,2944.38,0.00,28,arpi_synthetic_generator
SLE-00000299,2025-09-13,2025-09-13,GSA-001,VEH-0000447,CUS-00001576,EMP-00003,EMP-00008,EMP-00005,,Lease,true,1,45211.97,48311.48,48478.59,48478.59,43970.79,139.00,795.00,307.18,1259.08,1566.26,0.00,0.00,3236.82,41975.15,10,arpi_synthetic_generator
SLE-00000300,2025-09-14,2025-09-14,GSA-003,VEH-0000109,CUS-00000867,EMP-00026,EMP-00030,EMP-00028,,Used Retail,true,1,7463.15,,7795.50,7795.50,4376.46,1457.88,495.00,1133.81,1103.08,2236.89,1854.30,1691.19,963.92,4644.93,11,arpi_synthetic_generator
SLE-00000301,2025-09-15,2025-09-20,GSA-002,VEH-0000141,CUS-00000120,EMP-00015,EMP-00014,EMP-00017,,Certified Retail,true,1,10605.10,,10928.83,10743.04,6239.13,1942.17,750.00,1673.80,1174.82,2848.62,3626.55,3040.39,4063.27,2915.28,55,arpi_synthetic_generator
SLE-00000302,2025-09-15,2025-09-15,GSA-001,VEH-0000305,CUS-00000447,EMP-00007,EMP-00008,EMP-00005,,Certified Retail,true,1,42263.68,,45068.61,45068.61,30046.98,4343.20,795.00,7078.50,567.85,7646.35,8814.27,8634.77,5114.72,0.00,5,arpi_synthetic_generator
SLE-00000303,2025-09-15,2025-09-15,GSA-001,VEH-0000476,CUS-00000594,EMP-00012,EMP-00002,EMP-00005,,Certified Retail,true,1,10880.86,,11540.30,11147.93,6551.43,2023.37,795.00,1511.06,1594.51,3105.57,4322.86,4128.88,5688.06,869.94,84,arpi_synthetic_generator
SLE-00000304,2025-09-15,2025-09-15,GSA-001,VEH-0000738,CUS-00000871,EMP-00012,EMP-00008,EMP-00005,,New Retail,true,1,38349.15,39414.21,39989.58,39629.67,35569.24,53.00,795.00,1931.91,1818.90,3750.81,0.00,0.00,2408.62,35940.53,56,arpi_synthetic_generator
SLE-00000305,2025-09-15,2025-09-15,GSA-003,VEH-0000739,CUS-00000148,EMP-00026,EMP-00030,EMP-00028,,Used Retail,true,1,3258.03,,3599.09,3476.72,1797.33,787.31,495.00,178.39,670.08,848.47,1354.99,1263.08,2396.45,0.00,76,arpi_synthetic_generator
SLE-00000306,2025-09-15,2025-09-15,GSA-001,VEH-0000803,CUS-00000582,EMP-00012,EMP-00008,EMP-00005,,New Retail,true,1,50014.93,50464.98,50722.10,50265.60,46120.15,16.00,795.00,3083.78,2008.29,5092.07,0.00,0.00,4490.94,45523.99,40,arpi_synthetic_generator
SLE-00000307,2025-09-16,2025-09-17,GSA-001,VEH-0000013,CUS-00000615,EMP-00007,EMP-00008,EMP-00005,,Used Retail,true,1,14577.02,,15110.95,15110.95,8875.31,2336.38,795.00,2570.33,1106.50,3676.83,0.00,0.00,3413.78,11163.24,28,arpi_synthetic_generator
SLE-00000308,2025-09-16,2025-09-16,GSA-003,VEH-0000096,CUS-00002165,EMP-00027,EMP-00024,EMP-00028,,Used Retail,true,1,17286.07,,17465.01,17465.01,12422.82,862.71,495.00,3505.54,1912.20,5417.74,0.00,0.00,6612.45,10673.62,24,arpi_synthetic_generator
SLE-00000309,2025-09-16,2025-09-16,GSA-002,VEH-0000133,CUS-00000652,EMP-00016,EMP-00023,EMP-00017,,New Retail,true,1,35855.97,38459.13,39555.72,38487.72,34732.17,58.00,750.00,315.80,831.44,1147.24,0.00,0.00,6733.88,29122.09,92,arpi_synthetic_generator
SLE-00000310,2025-09-16,2025-09-16,GSA-001,VEH-0000293,CUS-00001238,EMP-00012,EMP-00001,EMP-00005,,New Retail,true,1,47874.57,48193.82,49010.90,49010.90,43772.52,48.00,795.00,3259.05,3042.89,6301.94,14231.70,12720.56,404.41,33238.46,0,arpi_synthetic_generator
SLE-00000311,2025-09-16,2025-09-16,GSA-001,VEH-0000303,CUS-00001693,EMP-00010,EMP-00001,EMP-00005,,New Retail,true,1,38741.17,40213.69,40231.87,39869.78,36091.95,120.00,795.00,1734.22,1329.19,3063.41,9953.87,8908.18,3538.37,0.00,47,arpi_synthetic_generator
SLE-00000312,2025-09-16,2025-09-16,GSA-001,VEH-0000354,CUS-00000233,EMP-00006,EMP-00002,EMP-00005,,Certified Retail,true,1,22084.31,,23678.58,22873.51,17559.43,1581.89,795.00,2147.99,832.46,2980.45,5042.67,4843.42,1046.30,15995.34,88,arpi_synthetic_generator
SLE-00000313,2025-09-17,2025-09-17,GSA-001,VEH-0000260,CUS-00001506,EMP-00012,EMP-00008,EMP-00005,,New Retail,true,1,45775.47,47824.44,47296.94,46445.60,44416.28,39.00,795.00,525.19,1025.49,1550.68,14953.88,12617.00,6270.51,0.00,82,arpi_synthetic_generator
SLE-00000314,2025-09-17,2025-09-17,GSA-003,VEH-0000514,CUS-00001881,EMP-00029,EMP-00024,EMP-00028,,Used Retail,true,1,21316.81,,21724.07,21724.07,13198.62,3025.89,495.00,4597.30,563.17,5160.47,0.00,0.00,2657.48,18659.33,22,arpi_synthetic_generator
SLE-00000315,2025-09-17,2025-09-17,GSA-002,VEH-0000529,CUS-00000081,EMP-00015,EMP-00023,,,Certified Retail,true,1,10944.28,,12039.26,11220.59,6746.11,2073.99,750.00,1374.18,534.39,1908.57,3342.19,2902.61,4466.90,3135.19,131,arpi_synthetic_generator
SLE-00000316,2025-09-17,2025-09-17,GSA-002,VEH-0000688,,EMP-00018,EMP-00013,,,Wholesale,false,1,6154.88,,7698.82,7698.82,4620.16,1521.24,750.00,-736.52,0.00,-736.52,0.00,0.00,0.00,0.00,19,arpi_synthetic_generator
SLE-00000317,2025-09-18,2025-09-19,GSA-003,VEH-0000229,,EMP-00029,EMP-00024,,,Wholesale,false,1,12192.72,,17918.17,17918.17,11870.90,1197.89,495.00,-1371.07,0.00,-1371.07,0.00,0.00,0.00,0.00,24,arpi_synthetic_generator
SLE-00000318,2025-09-18,2025-09-20,GSA-001,VEH-0000784,CUS-00000436,EMP-00010,EMP-00008,EMP-00005,,Used Retail,true,1,20700.42,,22606.93,21453.98,16316.97,1509.72,795.00,2078.73,1168.82,3247.55,0.00,0.00,5011.00,0.00,91,arpi_synthetic_generator
SLE-00000319,2025-09-18,2025-09-19,GSA-002,VEH-0000794,CUS-00002308,EMP-00015,EMP-00014,EMP-00017,,Lease,true,1,29583.85,31475.59,32018.42,32018.42,28371.00,58.00,750.00,404.85,734.41,1139.26,0.00,0.00,4195.70,25388.15,23,arpi_synthetic_generator
SLE-00000320,2025-09-19,2025-09-19,GSA-001,VEH-0000057,CUS-00001453,EMP-00010,EMP-00008,EMP-00005,,Certified Retail,true,1,37171.50,,37993.18,37993.18,23677.99,3709.20,795.00,8989.31,616.33,9605.64,9528.93,8897.82,2109.00,25533.57,10,arpi_synthetic_generator
SLE-00000321,2025-09-19,2025-09-19,GSA-001,VEH-0000129,CUS-00000151,EMP-00003,EMP-00001,,,Used Retail,true,1,54577.95,,56412.66,56412.66,41288.83,1193.46,795.00,11300.66,1050.46,12351.12,14231.14,13121.36,4591.05,35755.76,18,arpi_synthetic_generator
SLE-00000322,2025-09-19,2025-09-20,GSA-001,VEH-0000557,,EMP-00010,EMP-00002,,,Wholesale,false,1,3744.53,,5092.94,5092.94,2888.12,1070.91,795.00,-1009.50,0.00,-1009.50,0.00,0.00,0.00,0.00,15,arpi_synthetic_generator
SLE-00000323,2025-09-20,2025-09-20,GSA-002,VEH-0000253,CUS-00000591,EMP-00018,EMP-00023,EMP-00017,,New Retail,true,1,37186.01,39159.29,39564.94,38852.77,36033.32,117.00,750.00,285.69,1176.27,1461.96,7443.35,6560.69,2554.68,27187.98,67,arpi_synthetic_generator
SLE-00000324,2025-09-20,2025-09-20,GSA-003,VEH-0000322,CUS-00000024,EMP-00029,EMP-00024,EMP-00028,,Used Retail,true,1,40373.16,,43869.13,41631.80,30795.98,755.90,495.00,8326.28,757.18,9083.46,0.00,0.00,6088.31,34284.85,113,arpi_synthetic_generator
SLE-00000325,2025-09-20,2025-09-20,GSA-001,VEH-0000630,CUS-00002261,EMP-00012,EMP-00001,EMP-00005,,New Retail,true,1,38365.62,38538.47,38972.72,38972.72,35164.66,85.00,795.00,2320.96,1837.11,4158.07,0.00,0.00,5215.70,33149.92,24,arpi_synthetic_generator
SLE-00000326,2025-09-20,2025-09-20,GSA-003,VEH-0000718,CUS-00000543,EMP-00025,EMP-00024,EMP-00028,,Used Retail,true,1,3974.64,,4384.89,4310.35,2404.23,945.10,495.00,130.31,979.34,1109.65,1223.89,1022.69,2312.29,438.46,39,arpi_synthetic_generator
SLE-00000327,2025-09-20,2025-09-25,GSA-002,VEH-0000724,CUS-00001521,EMP-00015,EMP-00014,EMP-00017,,Used Retail,true,1,34995.65,,39558.17,36868.21,29024.46,920.28,750.00,4300.91,1209.57,5510.48,0.00,0.00,3065.92,31929.73,134,arpi_synthetic_generator
SLE-00000328,2025-09-22,2025-09-23,GSA-001,VEH-0000175,CUS-00001443,EMP-00006,EMP-00008,EMP-00005,,Used Retail,true,1,17687.01,,18813.85,18174.18,10858.83,3143.30,795.00,2889.88,378.92,3268.80,0.00,0.00,2026.29,15660.72,87,arpi_synthetic_generator
SLE-00000329,2025-09-22,2025-09-23,GSA-001,VEH-0000224,CUS-00000037,EMP-00006,EMP-00001,EMP-00005,,New Retail,true,1,43397.38,45848.25,45715.75,45304.31,42031.11,122.00,795.00,449.27,2242.45,2691.72,11459.15,10562.53,3555.89,0.00,42,arpi_synthetic_generator
SLE-00000330,2025-09-22,2025-09-22,GSA-002,VEH-0000499,CUS-00001282,EMP-00018,EMP-00014,EMP-00017,,Certified Retail,true,1,20859.07,,22167.82,21790.97,15167.26,1680.02,750.00,3261.79,1164.35,4426.14,4007.33,3393.27,974.30,15877.44,31,arpi_synthetic_generator
SLE-00000331,2025-09-22,2025-09-22,GSA-003,VEH-0000705,,EMP-00025,EMP-00030,,,Dealer Trade,false,1,9109.60,,11241.09,11049.99,6883.39,2109.68,495.00,-378.47,0.00,-378.47,0.00,0.00,0.00,0.00,52,arpi_synthetic_generator
SLE-00000332,2025-09-23,2025-09-24,GSA-001,VEH-0000379,CUS-00002433,EMP-00012,EMP-00008,EMP-00005,,Used Retail,true,1,43973.01,,50148.33,46738.24,35468.91,1222.16,795.00,6486.94,705.93,7192.87,0.00,0.00,2584.47,0.00,137,arpi_synthetic_generator
SLE-00000333,2025-09-23,2025-09-23,GSA-001,VEH-0000530,CUS-00002444,EMP-00006,EMP-00002,EMP-00005,,Used Retail,true,1,14165.30,,15155.76,14898.11,10533.57,1247.30,795.00,1589.43,351.80,1941.23,0.00,0.00,4436.51,9728.79,57,arpi_synthetic_generator
SLE-00000334,2025-09-23,2025-09-23,GSA-002,VEH-0000653,CUS-00000445,EMP-00015,EMP-00014,EMP-00017,,New Retail,true,1,35701.39,38679.22,38990.28,36884.80,35030.18,128.00,750.00,-206.79,1082.15,875.36,7908.54,7605.90,4786.59,23006.26,204,arpi_synthetic_generator
SLE-00000335,2025-09-24,2025-09-25,GSA-001,VEH-0000015,CUS-00002031,EMP-00012,EMP-00002,EMP-00005,,Used Retail,true,1,2955.97,,3105.18,3105.18,1738.38,771.98,795.00,-349.39,1052.10,702.71,1174.61,1010.45,2955.97,0.00,11,arpi_synthetic_generator
SLE-00000336,2025-09-25,2025-09-26,GSA-002,VEH-0000410,CUS-00001352,EMP-00018,EMP-00023,,,Certified Retail,true,1,45012.31,,49021.04,48187.68,34383.90,1739.18,750.00,8139.23,687.60,8826.83,0.00,0.00,2659.24,42353.07,38,arpi_synthetic_generator
SLE-00000337,2025-09-25,2025-09-30,GSA-002,VEH-0000580,CUS-00000461,EMP-00016,EMP-00013,EMP-00017,,Certified Retail,true,1,23324.33,,24497.43,23664.52,13289.31,3775.22,750.00,5509.80,2171.68,7681.48,0.00,0.00,905.51,22418.82,89,arpi_synthetic_generator
SLE-00000338,2025-09-25,2025-09-25,GSA-003,VEH-0000679,CUS-00002401,EMP-00025,EMP-00030,EMP-00028,,Used Retail,true,1,12573.86,,13864.88,13393.47,9088.27,1778.14,495.00,1212.45,975.05,2187.50,3864.32,3508.06,6337.07,0.00,65,arpi_synthetic_generator
SLE-00000339,2025-09-25,2025-09-25,GSA-002,VEH-0000708,CUS-00000918,EMP-00015,EMP-00023,,,Used Retail,true,1,32187.99,,35327.61,34727.04,25190.56,1321.38,750.00,4926.05,373.99,5300.04,0.00,0.00,4193.40,27994.59,36,arpi_synthetic_generator
SLE-00000340,2025-09-25,2025-09-25,GSA-002,VEH-0000716,CUS-00001391,EMP-00016,EMP-00023,EMP-00017,,New Retail,true,1,36003.62,37470.36,37521.24,37521.24,34423.83,116.00,750.00,713.79,1130.88,1844.67,11323.04,11172.72,3009.60,21670.98,9,arpi_synthetic_generator
SLE-00000341,2025-09-25,2025-09-25,GSA-003,VEH-0000830,,EMP-00027,EMP-00024,,,Wholesale,false,1,35275.71,,49888.65,49040.54,34678.05,1249.38,495.00,-1146.72,0.00,-1146.72,0.00,0.00,0.00,0.00,35,arpi_synthetic_generator
SLE-00000342,2025-09-26,2025-09-26,GSA-003,VEH-0000099,,EMP-00025,EMP-00030,,,Wholesale,false,1,10000.70,,13522.22,12602.71,8164.41,2011.94,495.00,-670.65,0.00,-670.65,0.00,0.00,0.00,0.00,141,arpi_synthetic_generator
SLE-00000343,2025-09-26,2025-09-26,GSA-002,VEH-0000142,CUS-00000724,EMP-00018,EMP-00023,,,New Retail,true,1,37268.15,39362.94,39201.39,38848.58,36196.59,64.00,750.00,257.56,504.66,762.22,0.00,0.00,2155.07,35113.08,52,arpi_synthetic_generator
SLE-00000344,2025-09-26,2025-09-27,GSA-001,VEH-0000297,CUS-00001234,EMP-00003,EMP-00002,EMP-00005,,Used Retail,true,1,24483.83,,27193.39,26268.81,18964.81,1726.88,795.00,2997.14,1401.59,4398.73,7139.28,6404.95,2458.51,14886.04,72,arpi_synthetic_generator
SLE-00000345,2025-09-26,2025-09-28,GSA-002,VEH-0000387,CUS-00001536,EMP-00016,EMP-00023,EMP-00017,,Used Retail,true,1,18183.86,,19488.61,19157.30,12495.00,2067.93,750.00,2870.93,2056.60,4927.53,0.00,0.00,6699.35,11484.51,48,arpi_synthetic_generator
SLE-00000346,2025-09-27,2025-09-30,GSA-002,VEH-0000076,CUS-00000551,EMP-00018,EMP-00014,EMP-00017,,New Retail,true,1,24255.20,25263.13,25655.19,25424.29,23632.50,59.00,750.00,-186.30,723.77,537.47,6925.59,6364.03,5410.27,11919.34,30,arpi_synthetic_generator
SLE-00000347,2025-09-29,2025-10-01,GSA-002,VEH-0000238,CUS-00002378,EMP-00016,EMP-00014,EMP-00017,,Used Retail,true,1,44604.70,,48960.70,46463.70,32300.25,1614.72,750.00,9939.73,1032.05,10971.78,0.00,0.00,2233.14,42371.56,91,arpi_synthetic_generator
SLE-00000348,2025-09-29,2025-09-29,GSA-001,VEH-0000341,CUS-00002136,EMP-00010,EMP-00008,EMP-00005,,Used Retail,true,1,38540.57,,41145.50,39746.55,28098.60,1351.69,795.00,8295.28,1185.92,9481.20,9866.80,9407.71,2064.98,26608.79,61,arpi_synthetic_generator
SLE-00000349,2025-09-29,2025-09-30,GSA-002,VEH-0000494,,EMP-00016,EMP-00014,,,Wholesale,false,1,16950.62,,27223.30,24909.32,15829.92,3011.01,750.00,-2640.31,0.00,-2640.31,0.00,0.00,0.00,0.00,158,arpi_synthetic_generator
SLE-00000350,2025-09-29,2025-09-29,GSA-002,VEH-0000566,CUS-00001118,EMP-00018,EMP-00014,EMP-00017,,Certified Retail,true,1,14968.97,,16119.69,15571.62,10125.53,2582.04,750.00,1511.40,425.21,1936.61,4601.62,4538.95,972.36,9394.99,88,arpi_synthetic_generator
SLE-00000351,2025-09-29,2025-09-29,GSA-002,VEH-0000733,CUS-00002201,EMP-00015,EMP-00014,EMP-00017,,New Retail,true,1,30645.58,30722.14,30967.82,30967.82,27521.48,99.00,750.00,2275.10,1675.69,3950.79,0.00,0.00,2222.69,28422.89,24,arpi_synthetic_generator
SLE-00000352,2025-09-29,2025-09-29,GSA-002,VEH-0000770,CUS-00002024,EMP-00015,EMP-00013,EMP-00017,,Certified Retail,true,1,4547.94,,4981.57,4812.20,2707.86,1024.04,750.00,66.04,744.69,810.73,0.00,0.00,4210.15,337.79,77,arpi_synthetic_generator
SLE-00000353,2025-09-30,2025-09-30,GSA-001,VEH-0000169,CUS-00000719,EMP-00012,EMP-00002,EMP-00005,,Certified Retail,true,1,44706.44,,46181.13,45396.05,31043.79,3313.08,795.00,9554.57,2802.84,12357.41,0.00,0.00,6923.13,37783.31,54,arpi_synthetic_generator
SLE-00000354,2025-09-30,2025-10-02,GSA-001,VEH-0000337,CUS-00001945,EMP-00012,EMP-00002,EMP-00005,,Used Retail,true,1,39266.79,,41454.69,41454.69,32570.81,1562.86,795.00,4338.12,1259.03,5597.15,5442.44,5071.58,5141.39,28682.96,26,arpi_synthetic_generator
SLE-00000355,2025-09-30,2025-09-30,GSA-002,VEH-0000412,,EMP-00015,EMP-00014,,,Wholesale,false,1,4109.40,,5529.26,5341.27,2962.85,1090.34,750.00,-693.79,0.00,-693.79,0.00,0.00,0.00,0.00,70,arpi_synthetic_generator
SLE-00000356,2025-10-01,2025-10-04,GSA-002,VEH-0000317,CUS-00002219,EMP-00016,EMP-00013,EMP-00017,,New Retail,true,1,39127.04,39946.57,40285.44,40285.44,35998.21,100.00,750.00,2278.83,1090.13,3368.96,8096.77,7606.34,3299.31,0.00,23,arpi_synthetic_generator
SLE-00000357,2025-10-01,2025-10-01,GSA-003,VEH-0000342,,EMP-00025,EMP-00024,,,Dealer Trade,false,1,11587.33,,14258.05,13288.50,8684.12,2577.87,495.00,-169.66,0.00,-169.66,0.00,0.00,0.00,0.00,132,arpi_synthetic_generator
SLE-00000358,2025-10-01,2025-10-01,GSA-003,VEH-0000583,CUS-00001523,EMP-00027,EMP-00024,EMP-00028,,Used Retail,true,1,5350.28,,6142.97,5620.82,3499.46,1229.86,495.00,125.96,1658.49,1784.45,0.00,0.00,5350.28,0.00,160,arpi_synthetic_generator
SLE-00000359,2025-10-01,2025-10-01,GSA-003,VEH-0000676,CUS-00002363,EMP-00029,EMP-00030,EMP-00028,,Used Retail,true,1,19225.18,,21742.83,20633.95,15132.33,1161.22,495.00,2436.63,1887.25,4323.88,4382.13,3921.65,2528.12,12314.93,95,arpi_synthetic_generator
SLE-00000360,2025-10-01,2025-10-02,GSA-003,VEH-0000689,CUS-00002243,EMP-00025,EMP-00030,EMP-00028,,Used Retail,true,1,29620.04,,30341.45,30341.45,23835.61,1102.87,495.00,4186.56,843.64,5030.20,7927.63,7283.92,5223.48,16468.93,14,arpi_synthetic_generator
SLE-00000361,2025-10-01,2025-10-02,GSA-001,VEH-0000731,CUS-00000086,EMP-00012,EMP-00001,EMP-00005,,New Retail,true,1,38064.67,39745.97,39931.23,39571.85,35864.78,148.00,795.00,1256.89,929.46,2186.35,0.00,0.00,1811.14,0.00,32,arpi_synthetic_generator
SLE-00000362,2025-10-02,2025-10-02,GSA-002,VEH-0000408,CUS-00002455,EMP-00015,EMP-00023,EMP-00017,,Used Retail,true,1,34659.45,,38443.29,36482.68,31024.63,1126.71,750.00,1758.11,1556.85,3314.96,6191.36,5765.63,2607.48,25860.61,98,arpi_synthetic_generator
SLE-00000363,2025-10-03,2025-10-04,GSA-001,VEH-0000445,CUS-00001482,EMP-00007,EMP-00001,EMP-00005,,Lease,true,1,35597.98,37348.77,37276.84,36605.86,33560.19,151.00,795.00,1091.79,2516.59,3608.38,0.00,0.00,3391.17,32206.81,86,arpi_synthetic_generator
